Start,Finish,Name of conflict,Belligerents,,Part of,War link,Wider conflict link
1867,1868,"Blue revolution
(Venezuela)",,,,https://en.wikipedia.org/wiki/Blue_revolution_(Venezuela),https://en.wikipedia.org/wiki/Blue_revolution_(Venezuela)
1867,1867,"Andaman Islands
Expedition",British Empire,Onge rebels,,https://en.wikipedia.org/wiki/Andaman_Islands_Expedition,https://en.wikipedia.org/wiki/Andaman_Islands_Expedition
1867,1875,"Comanche
Campaign",United States,"Comanche
Arapaho
Kiowa
Southern Cheyenne",,https://en.wikipedia.org/wiki/Comanche_Campaign,https://en.wikipedia.org/wiki/Comanche_Campaign
,,,,,,,
1867,1868,Qatari–Bahraini War,Al Thani,Al Khalifa,,https://en.wikipedia.org/wiki/Qatari%E2%80%93Bahraini_War,
1867,1874,"Klang War
Selangor Civil War","Forces of Raja Abdullah of Klang
British Straits
Settlements",Forces of Raja Mahadi,,https://en.wikipedia.org/wiki/Klang_War,
1868,1874,Six Years' War,Dominican Liberals,Dominican Conservatives,,https://en.wikipedia.org/wiki/Six_Years'_War,
1868,1868,"Glorious Revolution
(Spain)",Spain (Liberals),Spain (Moderados),,https://en.wikipedia.org/wiki/Glorious_Revolution_(Spain),https://en.wikipedia.org/wiki/Glorious_Revolution_(Spain)
1868,1868,Grito de Lares,Spain,Puerto Rican Rebels,,https://en.wikipedia.org/wiki/Grito_de_Lares,
1868,1869,"Tītokowaru's War
","Government of New
Zealand
Māori Kupapa",Ngati Ruanui Iwi,"New
Zealand Wars",https://en.wikipedia.org/wiki/T%C4%ABtokowaru's_War,https://en.wikipedia.org/wiki/New_Zealand_Wars
1868,1869,"Boshin War
War of the Year of
the Dragon
","Imperial Faction:
Forces of the Emperor
of Japan
Satsuma Domain
Choshu Domain
Tosa Domain
Hiroshima Domain
Saga Domain
British Empire","Tokugawa Shogunate
Northern Alliance
Republic of Ezo
Second French Empire","Japanese
Civil War",https://en.wikipedia.org/wiki/Boshin_War,
1868,1868,"British Expedition to
Abyssinia",British Empire,Ethiopian Empire,,https://en.wikipedia.org/wiki/British_Expedition_to_Abyssinia,https://en.wikipedia.org/wiki/British_Expedition_to_Abyssinia
1868,1872,"Te Kooti's War
","Government of New
Zealand
British Settlers
Māori Kupapa",Māori iwi,"New
Zealand Wars",https://en.wikipedia.org/wiki/Te_Kooti's_War,https://en.wikipedia.org/wiki/New_Zealand_Wars
1868,1878,"Ten Years' War
Great War",Spain,Cuba,,https://en.wikipedia.org/wiki/Ten_Years'_War,
1869,1869,"Haitian Revolution of
1869",Forces of Nissage Saget,Forces of Sylvain Salnave,,,
1869,1869,"1869 uprising in
Krivošije",Serbian Rebels,Austria-Hungary,,https://en.wikipedia.org/wiki/1869_uprising_in_Krivo%C5%A1ije,https://en.wikipedia.org/wiki/1869_uprising_in_Krivo%C5%A1ije
1869,1869,Red River Rebellion,"Dominion of Canada
Métis Loyalists
British Empire",Métis Forces of Louis Riel,,https://en.wikipedia.org/wiki/Red_River_Rebellion,
Start,Finish,Name of conflict,Belligerents,,,,
,,,"Victorious party (if
applicable)","Defeated party (if
applicable)",,,
1870,1870,Kirk–Holden war,United States,Ku Klux Klan,,https://en.wikipedia.org/wiki/Kirk%E2%80%93Holden_war,
1870,1871,Al-Hasa Expedition[14][15],"Ottoman Empire
Kuwait",Nejd,,,
1870,1870,Adai rebellion,Russian Empire,Kazakhs of Aday,,https://en.wikipedia.org/wiki/Adai_rebellion,
1870,1871,Franco-Prussian War,"North German
Confederation
Kingdom of Bavaria
Baden
Kingdom of
Württemberg",Second French Empire,,https://en.wikipedia.org/wiki/Franco-Prussian_War,
1870,1872,Revolution of the Lances,Blancos,Colorados,,https://en.wikipedia.org/wiki/Revolution_of_the_Lances,
1870,1900,Sheep Wars,Cattle Ranchers,Sheepmen,,https://en.wikipedia.org/wiki/Sheep_Wars,
1870,1890,Kalkadoon Wars,British colonists,Kalkadoon people,,https://en.wikipedia.org/wiki/Kalkadoon_Wars,
1871,1871,French Civil War of 1871,French Republic,Communards,,https://en.wikipedia.org/wiki/Paris_Commune,
1871,1871,"United States expedition to
Korea",United States,Joseon dynasty (Korea),,https://en.wikipedia.org/wiki/United_States_expedition_to_Korea,https://en.wikipedia.org/wiki/United_States_expedition_to_Korea
1871,1872,Nukapu Expedition,United Kingdom,Nukapu,,https://en.wikipedia.org/wiki/Nukapu_Expedition,
1872,1873,Dembos War (1872–1873)[16],Portugal,rebels,,,
1872,1872,"Yemeni Expedition of 1872
",Ottoman Empire,Zaidis,"Yemeni–
Ottoman Conflicts",https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Expedition_of_1872,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts
1872,1876,Third Carlist War,"Kingdom of Spain
(Savoy) (to 1873)
First Spanish Republic
(to 1874)
Kingdom of Spain
(Bourbon) (from 1875)",Carlists,,https://en.wikipedia.org/wiki/Third_Carlist_War,
1872,1873,"Modoc War
Lava Beds War",United States,Modoc Tribes,,https://en.wikipedia.org/wiki/Modoc_War,
1873,1873,Khivan campaign of 1873,Russian Empire,Khanate of Khiva,,https://en.wikipedia.org/wiki/Khivan_campaign_of_1873,
1873,1904,Aceh War,Dutch East Indies,Aceh Sultanate,,https://en.wikipedia.org/wiki/Aceh_War,
1873,1874,Revolt of the Muckers,Empire of Brazil,Muckers,,https://en.wikipedia.org/wiki/Revolt_of_the_Muckers,
1873,1874,Pabna Peasant Uprisings,British Empire,Bengali Peasants,,https://en.wikipedia.org/wiki/Pabna_Peasant_Uprisings,
1873,1874,Third Anglo-Ashanti War,British Empire,Ashanti Empire,,https://en.wikipedia.org/wiki/Anglo-Ashanti_wars#Third_Anglo-Ashanti_War,
,,,,,,,
1873,1888,Colfax County War,"Settlers
Jicarilla Apaches",Maxwell Land Grant,,https://en.wikipedia.org/wiki/Colfax_County_War,
1873,1874,Cantonal Revolution,First Spanish Republic,Spanish Cantons,,https://en.wikipedia.org/wiki/Cantonal_Revolution,
1874,1874,Brooks–Baxter War,Republican Party,Liberal Republican Party,,https://en.wikipedia.org/wiki/Brooks%E2%80%93Baxter_War,
1874,1874,Saga Rebellion,Empire of Japan,"Rebels of former Saga
Domain",,https://en.wikipedia.org/wiki/Saga_Rebellion,
1874,1874,"Japanese invasion of Taiwan
(1874)",Empire of Japan,Qing Empire,,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874),https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874)
1874,1875,Red River War,United States,"Comanche Tribes
Kiowa Tribes
Southern Cheyenne
Tribes
Arapaho Tribes",,https://en.wikipedia.org/wiki/Red_River_War,
1874,1876,Ethiopian–Egyptian War,Ethiopia,Egypt,,https://en.wikipedia.org/wiki/Ethiopian%E2%80%93Egyptian_War,
1875,1875,Ganghwa Island incident,Empire of Japan,Joseon dynasty,,https://en.wikipedia.org/wiki/Ganghwa_Island_incident,
1875,1875,Las Cuevas War,Texas Rangers,Mexican Militia,,https://en.wikipedia.org/wiki/Las_Cuevas_War,
1875,1876,Perak War,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Perak_War,
1875,1876,Mason County War,"Vigilantes
German-American
settlers",Texas Rangers,,https://en.wikipedia.org/wiki/Mason_County_War,
1876,1876,Shinpuren Rebellion,Empire of Japan,"Keishintō
Samurai of former the
Kumamoto Domain",,https://en.wikipedia.org/wiki/Shinpuren_Rebellion,
1876,1876,Razlovtsi insurrection,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/Razlovtsi_insurrection,
1876,1876,April Uprising,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/April_Uprising,
1876,1876,Akizuki Rebellion,Empire of Japan,"Samurai of former the Akizuki
Domain",,https://en.wikipedia.org/wiki/Akizuki_Rebellion,
1876,1876,Hagi Rebellion,Empire of Japan,Choshu Domain,,https://en.wikipedia.org/wiki/Hagi_Rebellion,
1876,1877,Colombian Civil War of 1876,Colombian Liberals,Colombian Conservatives,,https://en.wikipedia.org/wiki/Colombian_Civil_War_of_1876,
1876,1877,"Great Sioux War of 1876
Black Hills War","United States
Shoshone Tribes
Crow Nation
Pawnee Tribes","Arapaho Tribes
Cheyenne Tribes
Lakota Tribes",,https://en.wikipedia.org/wiki/Great_Sioux_War_of_1876,
1876,1878,Qing reconquest of Xinjiang,Qing dynasty,Kashgaria,,https://en.wikipedia.org/wiki/Qing_reconquest_of_Xinjiang,
1876,1878,"Montenegrin–Ottoman War
(1876–78)
",Montenegro,Ottoman Empire,"Great Eastern
Crisis",https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1876%E2%80%9378),https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1876%E2%80%9378)
1877,1890,Angoche Civil War[17],Followers of Farelay,"6 other claimants to the
throne of the Angoche",,,
,,,,Sultanate,,,
1877,1877,Nez Perce War,United States,Nez Perce,,https://en.wikipedia.org/wiki/Nez_Perce_War,
1877,1877,Satsuma Rebellion,Empire of Japan,"Samurai of former the
Satsuma Domain, Kumamoto
Domain
Shi-gakkō",,https://en.wikipedia.org/wiki/Satsuma_Rebellion,
1877,1878,San Elizario Salt War,United States,Mexican-Indians,,https://en.wikipedia.org/wiki/San_Elizario_Salt_War,
1877,1879,Ninth Xhosa War,"British Empire
Mfengu Tribe",Xhosa Gcaleka Tribe,,https://en.wikipedia.org/wiki/Xhosa_Wars#Ninth_war_.281877.E2.80.931879.29,
1877,1878,Russo-Turkish War (1877–78),"Russian Empire
Serbia
Romania
Montenegro
Bulgarian volunteers",Ottoman Empire,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1877%E2%80%9378),
1877,1879,Cheyenne War,United States,Cheyenne,,https://en.wikipedia.org/wiki/Cheyenne_War,
1877,1893,Kiriji War,"Ibadan
Iwo Kingdom
Igbajo
Offa Kingdom
Modakeke","Ijesha Kingdom
Ekiti Confederacy
Akoko Confederacy
Egba Kingdom
Ijebu Kingdom
Ila Kingdom
Ilorin Emirate
Ife Kingdom",,https://en.wikipedia.org/wiki/Kiriji_War,
1878,1878,Bannock War,United States,"Bannock
Northern Shoshone",,https://en.wikipedia.org/wiki/Bannock_War,
1878,1878,"Austro-Hungarian campaign
in Bosnia and Herzegovina in
1878",Austria-Hungary,Bosnia Vilayet,,https://en.wikipedia.org/wiki/Austro-Hungarian_campaign_in_Bosnia_and_Herzegovina_in_1878,https://en.wikipedia.org/wiki/Austro-Hungarian_campaign_in_Bosnia_and_Herzegovina_in_1878
1878,1878,Kanak Revolt,France,Kanaks,,https://en.wikipedia.org/wiki/Kanak_people#Revolt,
1878,1878,Lincoln County War,"Ranchers
Regulators","General Store Monopoly
John Kinney Gang
Jesse Evans Gang
Seven Rivers Warriors",,https://en.wikipedia.org/wiki/Lincoln_County_War,
1878,1878,Kumanovo Uprising,Ottoman Empire,Serbian rebels,,https://en.wikipedia.org/wiki/Kumanovo_Uprising,
1878,1878,Epirus Revolt of 1878,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/Epirus_Revolt_of_1878,
1878,1878,"1878 Greek Macedonian
rebellion",Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/1878_Greek_Macedonian_rebellion,https://en.wikipedia.org/wiki/1878_Greek_Macedonian_rebellion
1878,1879,Kresna–Razlog Uprising,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/Kresna%E2%80%93Razlog_Uprising,
1878,1880,Second Anglo-Afghan War,British Empire,Afghanistan,,https://en.wikipedia.org/wiki/Second_Anglo-Afghan_War,
1878,1885,Conquest of the Desert,Argentina,Araucans,,https://en.wikipedia.org/wiki/Conquest_of_the_Desert,
1878,1888,Nauruan Civil War,King Aweida Loyalists,Anti-Aweida rebels,,https://en.wikipedia.org/wiki/Nauruan_Civil_War,
,,,"German Empire
(1888)",,,,
1879,1880,Little War (Cuba),Kingdom of Spain,Cuba,,https://en.wikipedia.org/wiki/Little_War_(Cuba),
1879,1879,Jementah Civil War,Johor Sultanate,Muar,,https://en.wikipedia.org/wiki/Jementah_Civil_War,
1879,1879,Anglo-Zulu War,"British Empire
Colony of Natal",Zulu Kingdom,,https://en.wikipedia.org/wiki/Anglo-Zulu_War,
1879,1879,Second Sekhukhune War,British Empire,BaPedi Kingdom,,https://en.wikipedia.org/wiki/Sekhukhune,
1879,1883,War of the Pacific,Chile,"Peru
Bolivia",,https://en.wikipedia.org/wiki/War_of_the_Pacific,
1879,1879,Sheepeater Indian War,United States,Turakina,,https://en.wikipedia.org/wiki/Sheepeater_Indian_War,
1879,1881,Victorio's War,"United States
Mexico",Apache,,https://en.wikipedia.org/wiki/Victorio's_War,
Start,Finish,Name of conflict,Belligerents,,,,
,,,"Victorious party (if
applicable)",Defeated party (if applicable),,,
1880,1881,Basuto Gun War,Basotho Tribe,Cape Colony,,https://en.wikipedia.org/wiki/Basuto_Gun_War,
1880,1881,Brsjak Revolt,Ottoman Empire,Christian rebels,,https://en.wikipedia.org/wiki/Brsjak_Revolt,
1880,1881,"Kurdish revolt of
1880–1881[8]",Ottoman Empire,Kurdish rebels,,,
1880,1881,First Boer War,South African Republic,British Empire,,https://en.wikipedia.org/wiki/First_Boer_War,
1881,1881,"Mapuche uprising of
1881",Chile,Mapuche rebels,,https://en.wikipedia.org/wiki/Mapuche_uprising_of_1881,https://en.wikipedia.org/wiki/Mapuche_uprising_of_1881
1881,1881,"French occupation of
Tunisia",France,Tunisia,,https://en.wikipedia.org/wiki/French_occupation_of_Tunisia,https://en.wikipedia.org/wiki/French_occupation_of_Tunisia
1881,1899,Mahdist War,"Egypt
British Empire
Italy
Belgium
Ethiopian Empire",Mahdist Sudan,,https://en.wikipedia.org/wiki/Mahdist_War,
1882,1882,Anglo-Egyptian War,"British Empire
Egypt",Egyptian rebels under Arabi Pasha,,https://en.wikipedia.org/wiki/Anglo-Egyptian_War,
1882,1898,Mandingo Wars,French Third Republic,Wassoulou Empire,,https://en.wikipedia.org/wiki/Mandingo_Wars,
1882,1892,Pleasant Valley War,"Tewksbury Family
Arizona Rangers",Graham and Blevins Family,,https://en.wikipedia.org/wiki/Pleasant_Valley_War,
1883,1914,Ekumeku Movement,British Empire,Ekumeku Organization,,https://en.wikipedia.org/wiki/Ekumeku_Movement,
1883,1883,Timok Rebellion,Kingdom of Serbia,People's Radical Party,,https://en.wikipedia.org/wiki/Timok_Rebellion,
1883,1885,"First Madagascar
expedition",French Third Republic,Merina Kingdom,,https://en.wikipedia.org/wiki/First_Madagascar_expedition,https://en.wikipedia.org/wiki/First_Madagascar_expedition
1883,1886,Tonkin Campaign,French Third Republic,"Qing dynasty
Black Flag Army
Nguyen dynasty",,https://en.wikipedia.org/wiki/Tonkin_Campaign,
1884,1885,"Peruvian civil war of
1884–1885","Reds
Bolivia","Blues
Chile",,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1884%E2%80%931885,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1884%E2%80%931885
1884,1884,Chichibu Incident,Empire of Japan,Japanese peasants,,https://en.wikipedia.org/wiki/Chichibu_Incident,
1884,1885,Sino-French War,"France
Annam Protectorate","Qing dynasty of China
Remnants of the Nguyen dynasty of
Vietnam
Black Flag Army",,https://en.wikipedia.org/wiki/Sino-French_War,
,,,,,,,
1884,1885,Mandor Rebellion,Dutch Empire,Lanfang Republic,,https://en.wikipedia.org/wiki/Mandor_Rebellion,
1885,1885,,Russian Empire,Tajik Rebels,,,
1885,1885,North-West Rebellion,Canada,"Provisional Government of
Saskatchewan
Cree–Assiniboine",,https://en.wikipedia.org/wiki/North-West_Rebellion,
1885,1885,Serbo-Bulgarian War,Bulgaria,Serbia,,https://en.wikipedia.org/wiki/Serbo-Bulgarian_War,
1885,1885,"Barrios' War of
Reunification","El Salvador
Mexico
Costa Rica
Nicaragua","Guatemala
Honduras",,https://en.wikipedia.org/wiki/Barrios'_War_of_Reunification,https://en.wikipedia.org/wiki/Barrios'_War_of_Reunification
1885,1885,"Third Anglo-Burmese
War",British Empire,Third Burmese Empire,,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War
1885,1885,Jambi Uprising,Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Jambi_Uprising,
1886,1894,Samoan Civil War,Mata'afans,Tamasese,,https://en.wikipedia.org/wiki/Samoan_Civil_War,
,,,,,,,
1887,1889,Karonga War,"African Lakes Corporation
Ngonde","Swahili
Henga",,https://en.wikipedia.org/wiki/Karonga_War,
1887,1895,"Hawaiian rebellions
(1887–95)","Hawaiian League
Republic of Hawaii
United States","Kingdom of Hawaii
United States
Empire of Japan
United Kingdom
Redshirts
Hawaiian Patriotic League",,https://en.wikipedia.org/wiki/Hawaiian_rebellions_(1887%E2%80%9395),https://en.wikipedia.org/wiki/Hawaiian_rebellions_(1887%E2%80%9395)
1888,1893,"1888–1893 Uprisings
of Hazaras",Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/1888%E2%80%931893_Uprisings_of_Hazaras,https://en.wikipedia.org/wiki/1888%E2%80%931893_Uprisings_of_Hazaras
1888,1888,Sikkim Expedition,British Empire,Tibet,,https://en.wikipedia.org/wiki/Sikkim_Expedition,
1888,1889,Abushiri Revolt,German Empire,"Rebels led by Abushiri ibn Salim al-
Harthi",,https://en.wikipedia.org/wiki/Abushiri_Revolt,
1889,1890,Ammiyya,Syrian Peasants,Syrian Sheikhs,,https://en.wikipedia.org/wiki/Ammiyya,
1889,1893,Johnson County War,Homesteaders,Cattle Barons,,https://en.wikipedia.org/wiki/Johnson_County_War,
Start,Finish,Name of conflict,Belligerents,,,,
,,,"Victorious party (if
applicable)","Defeated party (if
applicable)",,,
"Late
19th
century","Late 19th
century","Qu'aiti–Kathiri conflict over
Mukalla[18]","Qu'aiti
Supported by:
British Empire",Kathiri,,,
1890s,1890s,"1890s Hamawand
revolts[19]",Ottoman Empire,Hamawand rebels,,,
1890,1890,Edi Expedition,Dutch Empire,Acehese Rebels,,https://en.wikipedia.org/wiki/Edi_Expedition,
1890,1890,Revolution of the Park,Argentina,Civic Union,,https://en.wikipedia.org/wiki/Revolution_of_the_Park,
1890,1890,"First Franco-Dahomean
War","Kingdom of Porto-Novo
French Third
Republic",Kingdom of Dahomey,,https://en.wikipedia.org/wiki/First_Franco-Dahomean_War,https://en.wikipedia.org/wiki/First_Franco-Dahomean_War
1890,1916,Castaic Range War,"William Willoby
Jenkins
Los Angeles
Rangers",William C. Chormicle,,https://en.wikipedia.org/wiki/Castaic_Range_War,
1895,1900,Colorado Range War,Cattle Barons,"Homesteader and
Rustlers",,https://en.wikipedia.org/wiki/Tom_Horn#Colorado_Range_War,
1890,1891,Ghost Dance War,,Sioux tribes,,https://en.wikipedia.org/wiki/Ghost_Dance_War,
1891,1891,Battle of Mulayda,Jabal Shammar,Najd,,https://en.wikipedia.org/wiki/Battle_of_Mulayda,
1891,1891,"Yemeni Rebellion of 1891
",Ottoman Empire,Zaidis,"Yemeni–
Ottoman Conflicts",https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Rebellion_of_1891,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts
1891,1891,Hunza-Nagar Campaign,British Raj,"Hunza
Nagar",,https://en.wikipedia.org/wiki/Hunza-Nagar_Campaign,
1891,1891,Anglo-Manipur War,British Raj,Kingdom of Manipur,,https://en.wikipedia.org/wiki/Anglo-Manipur_War,
1891,1891,Chilean Civil War of 1891,"Congressist Junta
Navy of Chile","Republic of Chile
Army of Chile",,https://en.wikipedia.org/wiki/Chilean_Civil_War_of_1891,
1891,1892,Tomochic Rebellion,Mexico,Rebels,,https://en.wikipedia.org/wiki/Tomochic_Rebellion,
1891,1893,Garza Revolution,"Mexico
United States",Garzistas,,https://en.wikipedia.org/wiki/Garza_Revolution,
1891,1894,Semantan War,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Dato'_Bahaman#Semantan_War,
1891,1907,Bafut Wars,German Empire,Fondom of Bafut,,https://en.wikipedia.org/wiki/Bafut_Wars,
,,,,,,,
1892,1892,Second Hazara Uprising,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/Hazaras#Second_uprising,
1892,1894,"Second Franco-
Dahomean War",France,Kingdom of Dahomey,,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War
1892,1894,Congo–Arab War,Congo Free State,"Zanzibari Arab Slave
traders",,https://en.wikipedia.org/wiki/Congo%E2%80%93Arab_War,
1893,1893,Third Hazara Uprising,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/Hazaras#Third_uprising,
1893,1893,Battle of Al Wajbah,"Al Thani
Allied Tribes",Ottoman Empire,,https://en.wikipedia.org/wiki/Battle_of_Al_Wajbah,
1893,1893,Franco-Siamese conflict,"France
French Indochina",Siam,,https://en.wikipedia.org/wiki/Franco-Siamese_conflict,
1893,1908,Macedonian Struggle,"Hellenic Macedonian
Committee
Ethniki Etaireia (from
1894)
Internal
Macedonian
Revolutionary
Organization
Supreme
Macedonian-
Adrianople Committee
(from 1895 to 1905)
Bulgarian Secret
Revolutionary
Brotherhood (from
1899)
Boatmen of
Thessaloniki (from
1900 to 1903)
Serbian Chetnik
Organization (from
1903)",Ottoman Empire,,https://en.wikipedia.org/wiki/Macedonian_Struggle,
1893,1893,"Conquest of the Bornu
Empire",Rabih az-Zubayr's Empire,Bornu Empire,,https://en.wikipedia.org/wiki/Rabih_az-Zubayr#Conquest_of_Borno_(1893),https://en.wikipedia.org/wiki/Rabih_az-Zubayr#Conquest_of_Borno_(1893)
1893,1894,First Melillan campaign,Spain,Morocco,,https://en.wikipedia.org/wiki/First_Melillan_campaign,
1893,1894,First Matabele War,"British South Africa
Company
Tswana","Ndebele (Matabele)
kingdom",,https://en.wikipedia.org/wiki/First_Matabele_War,
1893,1894,Revolta da Armada,Brazil,Brazilian navy mutineers,,https://en.wikipedia.org/wiki/Revolta_da_Armada,
1893,1895,Federalist Revolution,Brazil,"Federalist Rebels
National Party",,https://en.wikipedia.org/wiki/Federalist_Revolution,
1894,1895,"Peruvian civil war of 1894–
1895",Rebels,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1894%E2%80%931895,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1894%E2%80%931895
,,,,,,,
1894,1894,Malaboch War,"South African
Republic",Bahananwa people,,https://en.wikipedia.org/wiki/Malaboch_War,
1894,1894,1894 Sasun rebellion,Ottoman Empire,Armenian rebels,,https://en.wikipedia.org/wiki/1894_Sasun_rebellion,
1894,1894,Revolution of the 44,Salvadoran Rebels,"Salvadoran
Government",,https://en.wikipedia.org/wiki/Revolution_of_the_44,
1894,1894,"Donghak Peasant
Revolution","Joseon dynasty
Empire of Japan",Donghak army,,https://en.wikipedia.org/wiki/Donghak_Peasant_Revolution,https://en.wikipedia.org/wiki/Donghak_Peasant_Revolution
1894,1895,First Sino-Japanese War,Empire of Japan,Qing Empire,,https://en.wikipedia.org/wiki/First_Sino-Japanese_War,
1894,1895,"Second Madagascar
expedition",France,Merina Kingdom,,https://en.wikipedia.org/wiki/Second_Madagascar_expedition,https://en.wikipedia.org/wiki/Second_Madagascar_expedition
1894,1897,Jandamarra Guerilla War,British Empire,Australian aborigines,,https://en.wikipedia.org/wiki/Jandamarra,
1894,1900,Mat Salleh Rebellion,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Mat_Salleh_Rebellion,
1895,1895,"Japanese invasion of
Taiwan (1895)",Empire of Japan,"Republic of Formosa
Various militia forces",,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1895),https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1895)
1895,1896,Dungan revolt (1895–96),China,Muslim rebels,,https://en.wikipedia.org/wiki/Dungan_revolt_(1895%E2%80%9396),
1895,1896,"Zeitun Rebellion (1895–
96)",Armenian rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Zeitun_Rebellion_(1895%E2%80%9396),https://en.wikipedia.org/wiki/Zeitun_Rebellion_(1895%E2%80%9396)
1895,1897,Menalamba rebellion,France,Menalamba rebels,,https://en.wikipedia.org/wiki/Menalamba_rebellion,
1895,1896,Fourth Anglo-Ashanti War,United Kingdom,Ashanti Empire,,https://en.wikipedia.org/wiki/Anglo-Ashanti_wars#Fourth_Anglo-Ashanti_War_(1895%E2%80%931896),
1895,1896,First Italo-Ethiopian War,Ethiopia,Kingdom of Italy,,https://en.wikipedia.org/wiki/First_Italo-Ethiopian_War,
1895,1898,"Cuban War of
Independence","Cuban rebels
United States",Kingdom of Spain,,https://en.wikipedia.org/wiki/Cuban_War_of_Independence,https://en.wikipedia.org/wiki/Cuban_War_of_Independence
1896,1897,"1896–1897 Greek
Macedonian rebellion",Ottoman Empire,Rebels,,https://en.wikipedia.org/wiki/1896%E2%80%931897_Greek_Macedonian_rebellion,https://en.wikipedia.org/wiki/1896%E2%80%931897_Greek_Macedonian_rebellion
1896,1896,Defense of Van (1896),Ottoman Empire,Armenian rebels,,https://en.wikipedia.org/wiki/Defense_of_Van_(1896),
1896,1896,"Khaua-Mbandjeru
Rebellion",German Empire,"Mbandjeru
Khaua Mbandjeru",,https://en.wikipedia.org/wiki/Khaua-Mbandjeru_Rebellion,https://en.wikipedia.org/wiki/Khaua-Mbandjeru_Rebellion
1896,1896,"Anglo-Zanzibar War
The shortest war in
history",British Empire,Zanzibar,,https://en.wikipedia.org/wiki/Anglo-Zanzibar_War,
1896,1897,War of Canudos,Brazil,Canudos inhabitants,,https://en.wikipedia.org/wiki/War_of_Canudos,
1896,1897,Langeberg Rebellion,Cape Colony,Batlhaping rebels,,https://en.wikipedia.org/wiki/Langeberg_Rebellion_(1896%E2%80%9397),
1896,1897,Batetela Rebellion,Congo Free State,Tetela rebels,,https://en.wikipedia.org/wiki/Batetela_Rebellion,
1896,1897,Second Matabele War,"British South Africa
Company","Ndebele (Matabele)
people
Shona (Mashona) people",,https://en.wikipedia.org/wiki/Second_Matabele_War,
1896,1898,Philippine Revolution,"Katipunan
Sovereign Tagalog
Nation
First Philippine
Republic
United States",Kingdom of Spain,,https://en.wikipedia.org/wiki/Philippine_Revolution,
,,,,,,,
1897,1897,"Greco-Turkish War (1897)
The Thirty Days' War",Ottoman Empire,Kingdom of Greece,,https://en.wikipedia.org/wiki/Greco-Turkish_War_(1897),
1897,1897,Intentona de Yauco,Spain,Puerto Rican Rebels,,https://en.wikipedia.org/wiki/Intentona_de_Yauco,
1897,1897,Benin Expedition of 1897,British Empire,Kingdom of Benin,,https://en.wikipedia.org/wiki/Benin_Expedition_of_1897,
1897,1898,"The Great Frontier Revolt
Malakand Uprising
Waziristan Expedition
Tirah Campaign
Mohmand Revolt",United Kingdom,"Pashtun tribes of
Afghanistan",,https://en.wikipedia.org/wiki/Siege_of_Malakand,https://en.wikipedia.org/wiki/Tochi_Expedition
1898,1898,1898 Baloch uprising,,,,https://en.wikipedia.org/wiki/1898_Baloch_uprising,
1898,1898,Andijan uprising of 1898,Russian Empire,Kokand Khanate Loyalists,,https://en.wikipedia.org/wiki/Andijan_uprising_of_1898,
1898,1898,Spanish–American War,"United States
Cuba
First Philippine
Republic
Katipunan",Kingdom of Spain,,https://en.wikipedia.org/wiki/Spanish%E2%80%93American_War,
1898,1898,Negros Revolution,"Katipunan
Negrense
Revolutionaries",Kingdom of Spain,,https://en.wikipedia.org/wiki/Negros_Revolution,
