Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1864,1870,Paraguayan War,Empire of Brazil\nArgentina\nUruguay,Paraguay,,https://en.wikipedia.org/wiki/Paraguayan_War,,611548.0
1865,1865,Peruvian civil war of\n1865,Revolutionaries,Government of Peru,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1865,642.0
1865,1875,Saudi Civil War,Supporters of Saud,Supporters of Rahman,,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Faisal#Royal_Civil_War,,23868.0
1865,1872,Black Hawk War\n(1865–72),United States,Ute\nPaiute\nNavajo\nApache,,https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372),https://en.wikipedia.org/wiki/Black_Hawk_War_(1865%E2%80%9372),7130.0
1865,1865,Powder River\nExpedition (1865),United States,Arapaho\nSioux\nCheyenne,,https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865),https://en.wikipedia.org/wiki/Powder_River_Expedition_(1865),20472.0
1865,1865,Morant Bay rebellion,British Empire,Jamaican Rebels,,https://en.wikipedia.org/wiki/Morant_Bay_rebellion,,99473.0
1865,1870,Hualapai War,United States,Hualapai,,https://en.wikipedia.org/wiki/Hualapai_War_(1865-70),,706.0
1865,1866,Seqiti War,Basuto Kingdom\nBritish Empire,Orange Free State,,https://en.wikipedia.org/wiki/Seqiti_War,,1312.0
1865,1868,East Cape War\n,Government of New\nZealand\nBritish Settlers\nMāori Kupapa,Hau-Hauist Māori,New\nZealand Wars,https://en.wikipedia.org/wiki/East_Cape_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,11071.0
1865,1868,Russo-Bukharan\nWars,Russian Empire,Emirate of Bukhara,,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars,https://en.wikipedia.org/wiki/Russo-Bukharan_Wars,861.0
1865,1890,Haw wars,Kingdom of Siam,Haw rebels,,https://en.wikipedia.org/wiki/Haw_wars,,31916.0
,,,,,,,,
1866,1866,Second Chōshū\nexpedition\nSummer War,Choshu Domain,Tokugawa Shogunate\nAizu Domain,,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition,https://en.wikipedia.org/wiki/Second_Ch%C5%8Dsh%C5%AB_expedition,24168.0
1866,1866,Austro-Prussian War\nSeven Weeks War\nGerman Civil War,Kingdom of Prussia\nKingdom of Italy\nMecklenburg-Schwerin\nOldenburg\nCounty of Anhalt\nDuchy of Brunswick\nDuchy of Saxe-\nAltenburg\nSaxe-Coburg and\nGotha\nPrincipality of Waldeck-\nPyrmont\nCounty of\nSchwarzburg-\nSondershausen\nPrincipality of Lippe\nBremen\nHamburg\nLübeck,Austrian Empire\nKingdom of Saxony\nKingdom of Bavaria\nGrand Duchy of Baden\nKingdom of\nWürttemberg\nKingdom of Hanover\nGrand Duchy of Hesse\nHesse-Kassel\nPrincipality of Reuss\nElder Line\nDuchy of Saxe-\nMeiningen\nCounty of Schaumburg-\nLippe\nNassau,,https://en.wikipedia.org/wiki/Austro-Prussian_War,,569331.0
1866,1866,Third Italian War of\nIndependence\n,Kingdom of Italy,Austrian Empire,Austro-\nPrussian War,https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence,https://en.wikipedia.org/wiki/Third_Italian_War_of_Independence,121524.0
1866,1868,Red Cloud's War,Lakota Tribe,United States,,https://en.wikipedia.org/wiki/Red_Cloud's_War,,115318.0
1866,1866,Baikal Insurrection,Russian Empire,Sybiracy,,https://en.wikipedia.org/wiki/Baikal_Insurrection,,6393.0
1866,1869,Cretan Revolt (1866–\n69),Greek rebels,Ottoman Empire,,https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369),https://en.wikipedia.org/wiki/Cretan_Revolt_(1866%E2%80%9369),5227.0
1866,1866,French campaign\nagainst Korea (1866)\nByeongin Western\ninvasion,Joseon dynasty (Korea),Second French Empire,,https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866),https://en.wikipedia.org/wiki/French_campaign_against_Korea_(1866),5659.0
1866,1867,1867 Macedonian\nrebellion,Ottoman Empire,Greek revolutionaries.,,https://en.wikipedia.org/wiki/1867_Macedonian_rebellion,https://en.wikipedia.org/wiki/1867_Macedonian_rebellion,5385.0
1867,1867,Peruvian civil war of\n1867,Revolutionaries (Conservatives),Government of Peru (Liberals),,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1867,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1867,897.0
1867,1867,La Genuina,,,,https://en.wikipedia.org/wiki/La_Genuina,,1984.0
1867,1868,Blue revolution\n(Venezuela),,,,https://en.wikipedia.org/wiki/Blue_revolution_(Venezuela),https://en.wikipedia.org/wiki/Blue_revolution_(Venezuela),1098.0
1867,1867,Andaman Islands\nExpedition,British Empire,Onge rebels,,https://en.wikipedia.org/wiki/Andaman_Islands_Expedition,https://en.wikipedia.org/wiki/Andaman_Islands_Expedition,2712.0
1867,1875,Comanche\nCampaign,United States,Comanche\nArapaho\nKiowa\nSouthern Cheyenne,,https://en.wikipedia.org/wiki/Comanche_Campaign,https://en.wikipedia.org/wiki/Comanche_Campaign,8416.0
,,,,,,,,
1867,1868,Qatari–Bahraini War,Al Thani,Al Khalifa,,https://en.wikipedia.org/wiki/Qatari%E2%80%93Bahraini_War,,30717.0
1867,1874,Klang War\nSelangor Civil War,Forces of Raja Abdullah of Klang\nBritish Straits\nSettlements,Forces of Raja Mahadi,,https://en.wikipedia.org/wiki/Klang_War,,26172.0
1868,1874,Six Years' War,Dominican Liberals,Dominican Conservatives,,https://en.wikipedia.org/wiki/Six_Years'_War,,12389.0
1868,1868,Glorious Revolution\n(Spain),Spain (Liberals),Spain (Moderados),,https://en.wikipedia.org/wiki/Glorious_Revolution_(Spain),https://en.wikipedia.org/wiki/Glorious_Revolution_(Spain),100634.0
1868,1868,Grito de Lares,Spain,Puerto Rican Rebels,,https://en.wikipedia.org/wiki/Grito_de_Lares,,69286.0
1868,1869,Tītokowaru's War\n,Government of New\nZealand\nMāori Kupapa,Ngati Ruanui Iwi,New\nZealand Wars,https://en.wikipedia.org/wiki/T%C4%ABtokowaru's_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,15191.0
1868,1869,Boshin War\nWar of the Year of\nthe Dragon\n,Imperial Faction:\nForces of the Emperor\nof Japan\nSatsuma Domain\nChoshu Domain\nTosa Domain\nHiroshima Domain\nSaga Domain\nBritish Empire,Tokugawa Shogunate\nNorthern Alliance\nRepublic of Ezo\nSecond French Empire,Japanese\nCivil War,https://en.wikipedia.org/wiki/Boshin_War,,758675.0
1868,1868,British Expedition to\nAbyssinia,British Empire,Ethiopian Empire,,https://en.wikipedia.org/wiki/British_Expedition_to_Abyssinia,https://en.wikipedia.org/wiki/British_Expedition_to_Abyssinia,20613.0
1868,1872,Te Kooti's War\n,Government of New\nZealand\nBritish Settlers\nMāori Kupapa,Māori iwi,New\nZealand Wars,https://en.wikipedia.org/wiki/Te_Kooti's_War,https://en.wikipedia.org/wiki/New_Zealand_Wars,26906.0
1868,1878,Ten Years' War\nGreat War,Spain,Cuba,,https://en.wikipedia.org/wiki/Ten_Years'_War,,121230.0
1869,1869,Haitian Revolution of\n1869,Forces of Nissage Saget,Forces of Sylvain Salnave,,,,
1869,1869,1869 uprising in\nKrivošije,Serbian Rebels,Austria-Hungary,,https://en.wikipedia.org/wiki/1869_uprising_in_Krivo%C5%A1ije,https://en.wikipedia.org/wiki/1869_uprising_in_Krivo%C5%A1ije,923.0
1869,1869,Red River Rebellion,Dominion of Canada\nMétis Loyalists\nBritish Empire,Métis Forces of Louis Riel,,https://en.wikipedia.org/wiki/Red_River_Rebellion,,116617.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if\napplicable),,,,
1870,1870,Kirk–Holden war,United States,Ku Klux Klan,,https://en.wikipedia.org/wiki/Kirk%E2%80%93Holden_war,,28179.0
1870,1871,Al-Hasa Expedition[14][15],Ottoman Empire\nKuwait,Nejd,,,,
1870,1870,Adai rebellion,Russian Empire,Kazakhs of Aday,,https://en.wikipedia.org/wiki/Adai_rebellion,,7450.0
1870,1871,Franco-Prussian War,North German\nConfederation\nKingdom of Bavaria\nBaden\nKingdom of\nWürttemberg,Second French Empire,,https://en.wikipedia.org/wiki/Franco-Prussian_War,,1340846.0
1870,1872,Revolution of the Lances,Blancos,Colorados,,https://en.wikipedia.org/wiki/Revolution_of_the_Lances,,8220.0
1870,1900,Sheep Wars,Cattle Ranchers,Sheepmen,,https://en.wikipedia.org/wiki/Sheep_Wars,,14846.0
1870,1890,Kalkadoon Wars,British colonists,Kalkadoon people,,https://en.wikipedia.org/wiki/Kalkadoon_Wars,,8215.0
1871,1871,French Civil War of 1871,French Republic,Communards,,https://en.wikipedia.org/wiki/Paris_Commune,,791097.0
1871,1871,United States expedition to\nKorea,United States,Joseon dynasty (Korea),,https://en.wikipedia.org/wiki/United_States_expedition_to_Korea,https://en.wikipedia.org/wiki/United_States_expedition_to_Korea,114888.0
1871,1872,Nukapu Expedition,United Kingdom,Nukapu,,https://en.wikipedia.org/wiki/Nukapu_Expedition,,4143.0
1872,1873,Dembos War (1872–1873)[16],Portugal,rebels,,,,
1872,1872,Yemeni Expedition of 1872\n,Ottoman Empire,Zaidis,Yemeni–\nOttoman Conflicts,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Expedition_of_1872,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts,4821.0
1872,1876,Third Carlist War,Kingdom of Spain\n(Savoy) (to 1873)\nFirst Spanish Republic\n(to 1874)\nKingdom of Spain\n(Bourbon) (from 1875),Carlists,,https://en.wikipedia.org/wiki/Third_Carlist_War,,70557.0
1872,1873,Modoc War\nLava Beds War,United States,Modoc Tribes,,https://en.wikipedia.org/wiki/Modoc_War,,65822.0
1873,1873,Khivan campaign of 1873,Russian Empire,Khanate of Khiva,,https://en.wikipedia.org/wiki/Khivan_campaign_of_1873,,22683.0
1873,1904,Aceh War,Dutch East Indies,Aceh Sultanate,,https://en.wikipedia.org/wiki/Aceh_War,,102054.0
1873,1874,Revolt of the Muckers,Empire of Brazil,Muckers,,https://en.wikipedia.org/wiki/Revolt_of_the_Muckers,,9127.0
1873,1874,Pabna Peasant Uprisings,British Empire,Bengali Peasants,,https://en.wikipedia.org/wiki/Pabna_Peasant_Uprisings,,12321.0
1873,1874,Third Anglo-Ashanti War,British Empire,Ashanti Empire,,https://en.wikipedia.org/wiki/Anglo-Ashanti_wars#Third_Anglo-Ashanti_War,,124327.0
,,,,,,,,
1873,1888,Colfax County War,Settlers\nJicarilla Apaches,Maxwell Land Grant,,https://en.wikipedia.org/wiki/Colfax_County_War,,18241.0
1873,1874,Cantonal Revolution,First Spanish Republic,Spanish Cantons,,https://en.wikipedia.org/wiki/Cantonal_Revolution,,6126.0
1874,1874,Brooks–Baxter War,Republican Party,Liberal Republican Party,,https://en.wikipedia.org/wiki/Brooks%E2%80%93Baxter_War,,31279.0
1874,1874,Saga Rebellion,Empire of Japan,Rebels of former Saga\nDomain,,https://en.wikipedia.org/wiki/Saga_Rebellion,,29592.0
1874,1874,Japanese invasion of Taiwan\n(1874),Empire of Japan,Qing Empire,,https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874),https://en.wikipedia.org/wiki/Japanese_invasion_of_Taiwan_(1874),62865.0
1874,1875,Red River War,United States,Comanche Tribes\nKiowa Tribes\nSouthern Cheyenne\nTribes\nArapaho Tribes,,https://en.wikipedia.org/wiki/Red_River_War,,68978.0
1874,1876,Ethiopian–Egyptian War,Ethiopia,Egypt,,https://en.wikipedia.org/wiki/Ethiopian%E2%80%93Egyptian_War,,15871.0
1875,1875,Ganghwa Island incident,Empire of Japan,Joseon dynasty,,https://en.wikipedia.org/wiki/Ganghwa_Island_incident,,41770.0
1875,1875,Las Cuevas War,Texas Rangers,Mexican Militia,,https://en.wikipedia.org/wiki/Las_Cuevas_War,,10318.0
1875,1876,Perak War,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Perak_War,,23099.0
1875,1876,Mason County War,Vigilantes\nGerman-American\nsettlers,Texas Rangers,,https://en.wikipedia.org/wiki/Mason_County_War,,30521.0
1876,1876,Shinpuren Rebellion,Empire of Japan,Keishintō\nSamurai of former the\nKumamoto Domain,,https://en.wikipedia.org/wiki/Shinpuren_Rebellion,,695.0
1876,1876,Razlovtsi insurrection,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/Razlovtsi_insurrection,,3884.0
1876,1876,April Uprising,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/April_Uprising,,25209.0
1876,1876,Akizuki Rebellion,Empire of Japan,Samurai of former the Akizuki\nDomain,,https://en.wikipedia.org/wiki/Akizuki_Rebellion,,2556.0
1876,1876,Hagi Rebellion,Empire of Japan,Choshu Domain,,https://en.wikipedia.org/wiki/Hagi_Rebellion,,9129.0
1876,1877,Colombian Civil War of 1876,Colombian Liberals,Colombian Conservatives,,https://en.wikipedia.org/wiki/Colombian_Civil_War_of_1876,,7545.0
1876,1877,Great Sioux War of 1876\nBlack Hills War,United States\nShoshone Tribes\nCrow Nation\nPawnee Tribes,Arapaho Tribes\nCheyenne Tribes\nLakota Tribes,,https://en.wikipedia.org/wiki/Great_Sioux_War_of_1876,,207340.0
1876,1878,Qing reconquest of Xinjiang,Qing dynasty,Kashgaria,,https://en.wikipedia.org/wiki/Qing_reconquest_of_Xinjiang,,27762.0
1876,1878,Montenegrin–Ottoman War\n(1876–78)\n,Montenegro,Ottoman Empire,Great Eastern\nCrisis,https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1876%E2%80%9378),https://en.wikipedia.org/wiki/Montenegrin%E2%80%93Ottoman_War_(1876%E2%80%9378),7506.0
1877,1890,Angoche Civil War[17],Followers of Farelay,6 other claimants to the\nthrone of the Angoche,,,,
,,,,Sultanate,,,,
1877,1877,Nez Perce War,United States,Nez Perce,,https://en.wikipedia.org/wiki/Nez_Perce_War,,91019.0
1877,1877,Satsuma Rebellion,Empire of Japan,"Samurai of former the\nSatsuma Domain, Kumamoto\nDomain\nShi-gakkō",,https://en.wikipedia.org/wiki/Satsuma_Rebellion,,455987.0
1877,1878,San Elizario Salt War,United States,Mexican-Indians,,https://en.wikipedia.org/wiki/San_Elizario_Salt_War,,30246.0
1877,1879,Ninth Xhosa War,British Empire\nMfengu Tribe,Xhosa Gcaleka Tribe,,https://en.wikipedia.org/wiki/Xhosa_Wars#Ninth_war_.281877.E2.80.931879.29,,132065.0
1877,1878,Russo-Turkish War (1877–78),Russian Empire\nSerbia\nRomania\nMontenegro\nBulgarian volunteers,Ottoman Empire,,https://en.wikipedia.org/wiki/Russo-Turkish_War_(1877%E2%80%9378),,41341.0
1877,1879,Cheyenne War,United States,Cheyenne,,https://en.wikipedia.org/wiki/Cheyenne_War,,4300.0
1877,1893,Kiriji War,Ibadan\nIwo Kingdom\nIgbajo\nOffa Kingdom\nModakeke,Ijesha Kingdom\nEkiti Confederacy\nAkoko Confederacy\nEgba Kingdom\nIjebu Kingdom\nIla Kingdom\nIlorin Emirate\nIfe Kingdom,,https://en.wikipedia.org/wiki/Kiriji_War,,38163.0
1878,1878,Bannock War,United States,Bannock\nNorthern Shoshone,,https://en.wikipedia.org/wiki/Bannock_War,,29127.0
1878,1878,Austro-Hungarian campaign\nin Bosnia and Herzegovina in\n1878,Austria-Hungary,Bosnia Vilayet,,https://en.wikipedia.org/wiki/Austro-Hungarian_campaign_in_Bosnia_and_Herzegovina_in_1878,https://en.wikipedia.org/wiki/Austro-Hungarian_campaign_in_Bosnia_and_Herzegovina_in_1878,48880.0
1878,1878,Kanak Revolt,France,Kanaks,,https://en.wikipedia.org/wiki/Kanak_people#Revolt,,187999.0
1878,1878,Lincoln County War,Ranchers\nRegulators,General Store Monopoly\nJohn Kinney Gang\nJesse Evans Gang\nSeven Rivers Warriors,,https://en.wikipedia.org/wiki/Lincoln_County_War,,310643.0
1878,1878,Kumanovo Uprising,Ottoman Empire,Serbian rebels,,https://en.wikipedia.org/wiki/Kumanovo_Uprising,,3247.0
1878,1878,Epirus Revolt of 1878,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/Epirus_Revolt_of_1878,,9517.0
1878,1878,1878 Greek Macedonian\nrebellion,Ottoman Empire,Greek rebels,,https://en.wikipedia.org/wiki/1878_Greek_Macedonian_rebellion,https://en.wikipedia.org/wiki/1878_Greek_Macedonian_rebellion,3568.0
1878,1879,Kresna–Razlog Uprising,Ottoman Empire,Bulgarian rebels,,https://en.wikipedia.org/wiki/Kresna%E2%80%93Razlog_Uprising,,1479.0
1878,1880,Second Anglo-Afghan War,British Empire,Afghanistan,,https://en.wikipedia.org/wiki/Second_Anglo-Afghan_War,,244947.0
1878,1885,Conquest of the Desert,Argentina,Araucans,,https://en.wikipedia.org/wiki/Conquest_of_the_Desert,,104899.0
1878,1888,Nauruan Civil War,King Aweida Loyalists,Anti-Aweida rebels,,https://en.wikipedia.org/wiki/Nauruan_Civil_War,,50567.0
,,,German Empire\n(1888),,,,,
1879,1880,Little War (Cuba),Kingdom of Spain,Cuba,,https://en.wikipedia.org/wiki/Little_War_(Cuba),,24568.0
1879,1879,Jementah Civil War,Johor Sultanate,Muar,,https://en.wikipedia.org/wiki/Jementah_Civil_War,,7746.0
1879,1879,Anglo-Zulu War,British Empire\nColony of Natal,Zulu Kingdom,,https://en.wikipedia.org/wiki/Anglo-Zulu_War,,611756.0
1879,1879,Second Sekhukhune War,British Empire,BaPedi Kingdom,,https://en.wikipedia.org/wiki/Sekhukhune,,52521.0
1879,1883,War of the Pacific,Chile,Peru\nBolivia,,https://en.wikipedia.org/wiki/War_of_the_Pacific,,403229.0
1879,1879,Sheepeater Indian War,United States,Turakina,,https://en.wikipedia.org/wiki/Sheepeater_Indian_War,,11639.0
1879,1881,Victorio's War,United States\nMexico,Apache,,https://en.wikipedia.org/wiki/Victorio's_War,,28047.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if applicable),,,,
1880,1881,Basuto Gun War,Basotho Tribe,Cape Colony,,https://en.wikipedia.org/wiki/Basuto_Gun_War,,28116.0
1880,1881,Brsjak Revolt,Ottoman Empire,Christian rebels,,https://en.wikipedia.org/wiki/Brsjak_Revolt,,2554.0
1880,1881,Kurdish revolt of\n1880–1881[8],Ottoman Empire,Kurdish rebels,,,,
1880,1881,First Boer War,South African Republic,British Empire,,https://en.wikipedia.org/wiki/First_Boer_War,,349165.0
1881,1881,Mapuche uprising of\n1881,Chile,Mapuche rebels,,https://en.wikipedia.org/wiki/Mapuche_uprising_of_1881,https://en.wikipedia.org/wiki/Mapuche_uprising_of_1881,8306.0
1881,1881,French occupation of\nTunisia,France,Tunisia,,https://en.wikipedia.org/wiki/French_occupation_of_Tunisia,https://en.wikipedia.org/wiki/French_occupation_of_Tunisia,5068.0
1881,1899,Mahdist War,Egypt\nBritish Empire\nItaly\nBelgium\nEthiopian Empire,Mahdist Sudan,,https://en.wikipedia.org/wiki/Mahdist_War,,370306.0
1882,1882,Anglo-Egyptian War,British Empire\nEgypt,Egyptian rebels under Arabi Pasha,,https://en.wikipedia.org/wiki/Anglo-Egyptian_War,,142284.0
1882,1898,Mandingo Wars,French Third Republic,Wassoulou Empire,,https://en.wikipedia.org/wiki/Mandingo_Wars,,30826.0
1882,1892,Pleasant Valley War,Tewksbury Family\nArizona Rangers,Graham and Blevins Family,,https://en.wikipedia.org/wiki/Pleasant_Valley_War,,76579.0
1883,1914,Ekumeku Movement,British Empire,Ekumeku Organization,,https://en.wikipedia.org/wiki/Ekumeku_Movement,,26417.0
1883,1883,Timok Rebellion,Kingdom of Serbia,People's Radical Party,,https://en.wikipedia.org/wiki/Timok_Rebellion,,11373.0
1883,1885,First Madagascar\nexpedition,French Third Republic,Merina Kingdom,,https://en.wikipedia.org/wiki/First_Madagascar_expedition,https://en.wikipedia.org/wiki/First_Madagascar_expedition,15859.0
1883,1886,Tonkin Campaign,French Third Republic,Qing dynasty\nBlack Flag Army\nNguyen dynasty,,https://en.wikipedia.org/wiki/Tonkin_Campaign,,11999.0
1884,1885,Peruvian civil war of\n1884–1885,Reds\nBolivia,Blues\nChile,,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1884%E2%80%931885,https://en.wikipedia.org/wiki/Peruvian_civil_war_of_1884%E2%80%931885,1071.0
1884,1884,Chichibu Incident,Empire of Japan,Japanese peasants,,https://en.wikipedia.org/wiki/Chichibu_Incident,,2526.0
1884,1885,Sino-French War,France\nAnnam Protectorate,Qing dynasty of China\nRemnants of the Nguyen dynasty of\nVietnam\nBlack Flag Army,,https://en.wikipedia.org/wiki/Sino-French_War,,143193.0
,,,,,,,,
1884,1885,Mandor Rebellion,Dutch Empire,Lanfang Republic,,https://en.wikipedia.org/wiki/Mandor_Rebellion,,991.0
1885,1885,,Russian Empire,Tajik Rebels,,,,
1885,1885,North-West Rebellion,Canada,Provisional Government of\nSaskatchewan\nCree–Assiniboine,,https://en.wikipedia.org/wiki/North-West_Rebellion,,158068.0
1885,1885,Serbo-Bulgarian War,Bulgaria,Serbia,,https://en.wikipedia.org/wiki/Serbo-Bulgarian_War,,89657.0
1885,1885,Barrios' War of\nReunification,El Salvador\nMexico\nCosta Rica\nNicaragua,Guatemala\nHonduras,,https://en.wikipedia.org/wiki/Barrios'_War_of_Reunification,https://en.wikipedia.org/wiki/Barrios'_War_of_Reunification,14521.0
1885,1885,Third Anglo-Burmese\nWar,British Empire,Third Burmese Empire,,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,https://en.wikipedia.org/wiki/Third_Anglo-Burmese_War,78210.0
1885,1885,Jambi Uprising,Dutch Empire,Sumatran Rebels,,https://en.wikipedia.org/wiki/Jambi_Uprising,,2276.0
1886,1894,Samoan Civil War,Mata'afans,Tamasese,,https://en.wikipedia.org/wiki/Samoan_Civil_War,,38653.0
,,,,,,,,
1887,1889,Karonga War,African Lakes Corporation\nNgonde,Swahili\nHenga,,https://en.wikipedia.org/wiki/Karonga_War,,5338.0
1887,1895,Hawaiian rebellions\n(1887–95),Hawaiian League\nRepublic of Hawaii\nUnited States,Kingdom of Hawaii\nUnited States\nEmpire of Japan\nUnited Kingdom\nRedshirts\nHawaiian Patriotic League,,https://en.wikipedia.org/wiki/Hawaiian_rebellions_(1887%E2%80%9395),https://en.wikipedia.org/wiki/Hawaiian_rebellions_(1887%E2%80%9395),2044.0
1888,1893,1888–1893 Uprisings\nof Hazaras,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/1888%E2%80%931893_Uprisings_of_Hazaras,https://en.wikipedia.org/wiki/1888%E2%80%931893_Uprisings_of_Hazaras,4292.0
1888,1888,Sikkim Expedition,British Empire,Tibet,,https://en.wikipedia.org/wiki/Sikkim_Expedition,,5589.0
1888,1889,Abushiri Revolt,German Empire,Rebels led by Abushiri ibn Salim al-\nHarthi,,https://en.wikipedia.org/wiki/Abushiri_Revolt,,12422.0
1889,1890,Ammiyya,Syrian Peasants,Syrian Sheikhs,,https://en.wikipedia.org/wiki/Ammiyya,,2461.0
1889,1893,Johnson County War,Homesteaders,Cattle Barons,,https://en.wikipedia.org/wiki/Johnson_County_War,,156670.0
Start,Finish,Name of conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if\napplicable),,,,
"Late
19th
century","Late 19th
century",Qu'aiti–Kathiri conflict over\nMukalla[18],Qu'aiti\nSupported by:\nBritish Empire,Kathiri,,,,
1890s,1890s,1890s Hamawand\nrevolts[19],Ottoman Empire,Hamawand rebels,,,,
1890,1890,Edi Expedition,Dutch Empire,Acehese Rebels,,https://en.wikipedia.org/wiki/Edi_Expedition,,4509.0
1890,1890,Revolution of the Park,Argentina,Civic Union,,https://en.wikipedia.org/wiki/Revolution_of_the_Park,,16846.0
1890,1890,First Franco-Dahomean\nWar,Kingdom of Porto-Novo\nFrench Third\nRepublic,Kingdom of Dahomey,,https://en.wikipedia.org/wiki/First_Franco-Dahomean_War,https://en.wikipedia.org/wiki/First_Franco-Dahomean_War,30526.0
1890,1916,Castaic Range War,William Willoby\nJenkins\nLos Angeles\nRangers,William C. Chormicle,,https://en.wikipedia.org/wiki/Castaic_Range_War,,13173.0
1895,1900,Colorado Range War,Cattle Barons,Homesteader and\nRustlers,,https://en.wikipedia.org/wiki/Tom_Horn#Colorado_Range_War,,290040.0
1890,1891,Ghost Dance War,,Sioux tribes,,https://en.wikipedia.org/wiki/Ghost_Dance_War,,65461.0
1891,1891,Battle of Mulayda,Jabal Shammar,Najd,,https://en.wikipedia.org/wiki/Battle_of_Mulayda,,21365.0
1891,1891,Yemeni Rebellion of 1891\n,Ottoman Empire,Zaidis,Yemeni–\nOttoman Conflicts,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts#Yemeni_Rebellion_of_1891,https://en.wikipedia.org/wiki/Yemeni%E2%80%93Ottoman_Conflicts,4821.0
1891,1891,Hunza-Nagar Campaign,British Raj,Hunza\nNagar,,https://en.wikipedia.org/wiki/Hunza-Nagar_Campaign,,3445.0
1891,1891,Anglo-Manipur War,British Raj,Kingdom of Manipur,,https://en.wikipedia.org/wiki/Anglo-Manipur_War,,43525.0
1891,1891,Chilean Civil War of 1891,Congressist Junta\nNavy of Chile,Republic of Chile\nArmy of Chile,,https://en.wikipedia.org/wiki/Chilean_Civil_War_of_1891,,50028.0
1891,1892,Tomochic Rebellion,Mexico,Rebels,,https://en.wikipedia.org/wiki/Tomochic_Rebellion,,6035.0
1891,1893,Garza Revolution,Mexico\nUnited States,Garzistas,,https://en.wikipedia.org/wiki/Garza_Revolution,,19204.0
1891,1894,Semantan War,British Empire,Malay rebels,,https://en.wikipedia.org/wiki/Dato'_Bahaman#Semantan_War,,13985.0
1891,1907,Bafut Wars,German Empire,Fondom of Bafut,,https://en.wikipedia.org/wiki/Bafut_Wars,,12692.0
,,,,,,,,
1892,1892,Second Hazara Uprising,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/Hazaras#Second_uprising,,607945.0
1892,1894,Second Franco-\nDahomean War,France,Kingdom of Dahomey,,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War,https://en.wikipedia.org/wiki/Second_Franco-Dahomean_War,42310.0
1892,1894,Congo–Arab War,Congo Free State,Zanzibari Arab Slave\ntraders,,https://en.wikipedia.org/wiki/Congo%E2%80%93Arab_War,,9938.0
1893,1893,Third Hazara Uprising,Emirate of Afghanistan,Hazaras,,https://en.wikipedia.org/wiki/Hazaras#Third_uprising,,607945.0
1893,1893,Battle of Al Wajbah,Al Thani\nAllied Tribes,Ottoman Empire,,https://en.wikipedia.org/wiki/Battle_of_Al_Wajbah,,18152.0
1893,1893,Franco-Siamese conflict,France\nFrench Indochina,Siam,,https://en.wikipedia.org/wiki/Franco-Siamese_conflict,,5615.0
1893,1908,Macedonian Struggle,Hellenic Macedonian\nCommittee\nEthniki Etaireia (from\n1894)\nInternal\nMacedonian\nRevolutionary\nOrganization\nSupreme\nMacedonian-\nAdrianople Committee\n(from 1895 to 1905)\nBulgarian Secret\nRevolutionary\nBrotherhood (from\n1899)\nBoatmen of\nThessaloniki (from\n1900 to 1903)\nSerbian Chetnik\nOrganization (from\n1903),Ottoman Empire,,https://en.wikipedia.org/wiki/Macedonian_Struggle,,109117.0
